epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,44.4022,0.40937,0.30736,0.78951,0.99833,1,0.995,0.88771,0.4648,0.33331,0.77038,0.000927057,0.000927057,0.000927057
16,47.2916,0.43652,0.30413,0.79167,0.99965,0.99833,0.995,0.92282,0.34926,0.33521,0.76196,0.000916577,0.000916577,0.000916577
17,50.193,0.42202,0.29219,0.79349,0.99936,0.99833,0.995,0.93756,0.30254,0.37219,0.75827,0.000905463,0.000905463,0.000905463
18,53.0669,0.3818,0.2844,0.78498,0.99986,0.99833,0.995,0.92787,0.34796,0.31764,0.75877,0.000893732,0.000893732,0.000893732
19,55.9318,0.41669,0.29201,0.7904,0.99982,1,0.995,0.89306,0.44678,0.30082,0.76987,0.000881401,0.000881401,0.000881401
20,58.7881,0.39528,0.28768,0.78674,1,0.99996,0.995,0.89295,0.4248,0.30216,0.76675,0.00086849,0.00086849,0.00086849
21,61.6126,0.43391,0.29581,0.79056,1,0.99985,0.995,0.92487,0.33945,0.29548,0.75784,0.000855018,0.000855018,0.000855018
22,64.4992,0.42096,0.28532,0.78794,0.9999,0.99833,0.995,0.95095,0.31573,0.27877,0.7566,0.000841006,0.000841006,0.000841006
23,67.3784,0.3913,0.2713,0.78364,0.99986,0.99833,0.995,0.90888,0.39809,0.28966,0.76355,0.000826477,0.000826477,0.000826477
24,70.2686,0.38204,0.26584,0.78284,0.99982,0.99833,0.995,0.9298,0.36347,0.28413,0.75629,0.000811452,0.000811452,0.000811452
25,73.1081,0.39226,0.26837,0.78686,1,0.99982,0.995,0.96483,0.27844,0.24834,0.75264,0.000795954,0.000795954,0.000795954
26,76.0003,0.35711,0.25397,0.77871,1,0.99986,0.995,0.89359,0.46108,0.28734,0.76666,0.000780007,0.000780007,0.000780007
27,78.9262,0.36562,0.25566,0.78197,1,0.99989,0.995,0.90093,0.41417,0.29029,0.76251,0.000763637,0.000763637,0.000763637
28,81.7711,0.37792,0.25659,0.78105,1,0.9999,0.995,0.9181,0.38836,0.28887,0.76205,0.000746868,0.000746868,0.000746868
29,84.61,0.37554,0.25745,0.78196,1,0.99991,0.995,0.92874,0.31052,0.27903,0.75332,0.000729725,0.000729725,0.000729725
30,87.535,0.38381,0.25521,0.78246,1,0.99999,0.995,0.92955,0.33427,0.25851,0.75643,0.000712237,0.000712237,0.000712237
31,90.4441,0.3828,0.24761,0.78438,1,0.99979,0.995,0.9139,0.38421,0.27393,0.7607,0.000694428,0.000694428,0.000694428
32,93.3407,0.36949,0.24383,0.78188,0.99668,0.99966,0.995,0.89685,0.4396,0.34587,0.76857,0.000676328,0.000676328,0.000676328
33,96.2219,0.34847,0.23458,0.77908,0.99833,0.99797,0.99498,0.87546,0.43381,0.36895,0.77236,0.000657963,0.000657963,0.000657963
34,99.1168,0.34627,0.23512,0.77586,0.99807,0.99833,0.995,0.95018,0.27292,0.3028,0.75361,0.000639363,0.000639363,0.000639363
35,101.969,0.33738,0.23061,0.78087,0.99981,0.99833,0.995,0.92136,0.32772,0.28855,0.75746,0.000620555,0.000620555,0.000620555
36,104.845,0.34827,0.23209,0.77547,1,0.9998,0.995,0.90115,0.4253,0.27783,0.76578,0.00060157,0.00060157,0.00060157
37,107.678,0.38055,0.24119,0.78569,0.99995,1,0.995,0.88618,0.47306,0.28075,0.76433,0.000582435,0.000582435,0.000582435
38,110.562,0.37091,0.24291,0.78072,0.99995,1,0.995,0.94267,0.34654,0.25344,0.75867,0.000563181,0.000563181,0.000563181
39,113.396,0.34566,0.23222,0.78119,1,0.99996,0.995,0.91173,0.38382,0.25579,0.75887,0.000543837,0.000543837,0.000543837
40,116.244,0.34203,0.22613,0.78063,1,0.99995,0.995,0.96123,0.28254,0.22884,0.75309,0.000524434,0.000524434,0.000524434
41,119.078,0.33518,0.22603,0.77473,1,0.99833,0.995,0.88451,0.43972,0.28651,0.76461,0.000505,0.000505,0.000505
42,121.931,0.33235,0.21924,0.77702,0.99994,1,0.995,0.95214,0.277,0.23077,0.75153,0.000485566,0.000485566,0.000485566
43,124.768,0.31435,0.21051,0.77529,0.99995,1,0.995,0.92148,0.37686,0.25703,0.75865,0.000466163,0.000466163,0.000466163
44,127.627,0.32823,0.21595,0.77736,0.99995,1,0.995,0.96851,0.26591,0.23036,0.75215,0.000446819,0.000446819,0.000446819
45,130.481,0.33595,0.21847,0.77747,1,0.99995,0.995,0.94552,0.34448,0.23864,0.75684,0.000427565,0.000427565,0.000427565
46,133.311,0.32601,0.21013,0.7763,0.99993,1,0.995,0.88253,0.50682,0.25614,0.77378,0.00040843,0.00040843,0.00040843
47,136.159,0.31047,0.20508,0.77492,0.99992,1,0.995,0.89651,0.43604,0.24223,0.76584,0.000389445,0.000389445,0.000389445
48,139.03,0.28514,0.20014,0.77458,0.99992,1,0.995,0.90935,0.39357,0.23091,0.7625,0.000370637,0.000370637,0.000370637
49,141.883,0.29589,0.20061,0.77441,0.99992,1,0.995,0.89175,0.47677,0.24285,0.77328,0.000352037,0.000352037,0.000352037
50,144.739,0.28686,0.19905,0.77577,0.99992,1,0.995,0.89716,0.43736,0.23982,0.76693,0.000333672,0.000333672,0.000333672
51,147.61,0.27411,0.19366,0.77322,0.99992,1,0.995,0.95604,0.29796,0.208,0.7549,0.000315572,0.000315572,0.000315572
52,150.453,0.27417,0.19172,0.77195,0.99995,1,0.995,0.97699,0.22447,0.20576,0.74803,0.000297763,0.000297763,0.000297763
53,153.321,0.27421,0.19234,0.77315,0.99996,1,0.995,0.93479,0.35292,0.24572,0.75656,0.000280275,0.000280275,0.000280275
54,156.248,0.27903,0.19365,0.77523,0.99993,1,0.995,0.95899,0.29811,0.21654,0.75383,0.000263132,0.000263132,0.000263132
55,159.117,0.26106,0.18701,0.77114,0.99994,1,0.995,0.97414,0.24984,0.22151,0.74904,0.000246363,0.000246363,0.000246363
56,161.957,0.24775,0.18026,0.76827,0.99995,1,0.995,0.97658,0.2115,0.20161,0.74733,0.000229993,0.000229993,0.000229993
57,164.769,0.24469,0.17725,0.76917,0.99993,1,0.995,0.97945,0.23523,0.20009,0.74791,0.000214046,0.000214046,0.000214046
58,167.613,0.24591,0.17559,0.77052,0.99992,1,0.995,0.98047,0.19874,0.19895,0.74644,0.000198548,0.000198548,0.000198548
59,170.522,0.24563,0.17655,0.77301,0.99992,1,0.995,0.96709,0.22595,0.20762,0.74646,0.000183523,0.000183523,0.000183523
60,173.398,0.24133,0.17723,0.77014,0.99991,1,0.995,0.98408,0.22222,0.19022,0.74631,0.000168994,0.000168994,0.000168994
61,176.225,0.23711,0.17292,0.76931,0.99991,1,0.995,0.96494,0.27417,0.19636,0.75013,0.000154982,0.000154982,0.000154982
62,179.118,0.23208,0.17012,0.76962,0.99991,1,0.995,0.97149,0.28268,0.19872,0.75017,0.00014151,0.00014151,0.00014151
63,182.021,0.2441,0.17534,0.77266,0.99991,1,0.995,0.98124,0.20304,0.19447,0.74632,0.000128599,0.000128599,0.000128599
64,184.873,0.22915,0.16686,0.76963,0.99991,1,0.995,0.97334,0.25481,0.19484,0.74877,0.000116268,0.000116268,0.000116268
65,187.696,0.22494,0.16618,0.76762,0.9999,1,0.995,0.97564,0.24846,0.19105,0.74869,0.000104537,0.000104537,0.000104537
66,190.563,0.21416,0.1628,0.77205,0.99991,1,0.995,0.97776,0.21652,0.19051,0.74697,9.34225e-05,9.34225e-05,9.34225e-05
67,193.412,0.22017,0.16443,0.76916,0.99991,1,0.995,0.9848,0.21221,0.18573,0.74637,8.29431e-05,8.29431e-05,8.29431e-05
68,196.26,0.22947,0.16616,0.7652,0.99991,1,0.995,0.9802,0.24387,0.19017,0.74759,7.31145e-05,7.31145e-05,7.31145e-05
69,199.115,0.21508,0.16081,0.76798,0.99991,1,0.995,0.98612,0.2003,0.18357,0.74586,6.39518e-05,6.39518e-05,6.39518e-05
70,201.995,0.21654,0.15918,0.76529,0.99991,1,0.995,0.98205,0.21238,0.19169,0.7466,5.54691e-05,5.54691e-05,5.54691e-05
71,235.211,0.21018,0.15788,0.76878,0.99991,1,0.995,0.97767,0.22171,0.19282,0.74681,4.76796e-05,4.76796e-05,4.76796e-05
72,238.044,0.20241,0.15628,0.76428,0.99991,1,0.995,0.98399,0.20603,0.18878,0.74616,4.05953e-05,4.05953e-05,4.05953e-05
73,240.868,0.20652,0.15735,0.76694,0.99991,1,0.995,0.98367,0.19219,0.18651,0.74536,3.4227e-05,3.4227e-05,3.4227e-05
74,243.695,0.20251,0.15622,0.76947,0.99991,1,0.995,0.98317,0.18944,0.18236,0.74506,2.85847e-05,2.85847e-05,2.85847e-05
75,246.559,0.2069,0.15695,0.7707,0.99991,1,0.995,0.97959,0.21556,0.19022,0.74634,2.36769e-05,2.36769e-05,2.36769e-05
76,249.422,0.20483,0.15549,0.76772,0.99991,1,0.995,0.97823,0.23066,0.18979,0.74724,1.95113e-05,1.95113e-05,1.95113e-05
77,252.247,0.20242,0.15456,0.76687,0.9999,1,0.995,0.97885,0.22327,0.18332,0.74708,1.60943e-05,1.60943e-05,1.60943e-05
78,255.124,0.20621,0.15634,0.76425,0.9999,1,0.995,0.98332,0.20535,0.18086,0.74606,1.34311e-05,1.34311e-05,1.34311e-05
79,257.929,0.20797,0.15574,0.76687,0.9999,1,0.995,0.9845,0.19771,0.18082,0.74554,1.15259e-05,1.15259e-05,1.15259e-05
80,260.775,0.20105,0.15466,0.76969,0.9999,1,0.995,0.98432,0.19464,0.1802,0.74542,1.03816e-05,1.03816e-05,1.03816e-05
