epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,91.439,0.40941,0.2733,0.79056,0.99988,1,0.995,0.88607,0.4801,0.29594,0.78869,0.000694428,0.000694428,0.000694428
32,94.3322,0.37791,0.25759,0.78392,0.9999,1,0.995,0.90999,0.39387,0.27445,0.77897,0.000676328,0.000676328,0.000676328
33,97.2314,0.36841,0.25385,0.78602,0.99987,1,0.995,0.88592,0.44071,0.28812,0.78369,0.000657963,0.000657963,0.000657963
34,100.12,0.34918,0.23894,0.77579,0.99984,1,0.995,0.92611,0.34095,0.26425,0.77448,0.000639363,0.000639363,0.000639363
35,102.975,0.34052,0.23462,0.78346,0.99986,1,0.995,0.91129,0.32534,0.26352,0.77324,0.000620555,0.000620555,0.000620555
36,105.9,0.37133,0.24515,0.78231,0.99988,1,0.995,0.87644,0.53367,0.29647,0.79362,0.00060157,0.00060157,0.00060157
37,108.717,0.37558,0.24596,0.78203,0.99988,1,0.995,0.88339,0.47755,0.28467,0.78545,0.000582435,0.000582435,0.000582435
38,111.578,0.35034,0.23815,0.78201,0.99978,1,0.995,0.90092,0.40864,0.26147,0.78248,0.000563181,0.000563181,0.000563181
39,114.524,0.33755,0.23281,0.78291,0.99937,1,0.995,0.88354,0.46012,0.27595,0.78213,0.000543837,0.000543837,0.000543837
40,117.576,0.3326,0.2235,0.78263,0.99989,1,0.995,0.94776,0.31673,0.23929,0.77404,0.000524434,0.000524434,0.000524434
41,120.442,0.33181,0.22294,0.78082,0.99948,1,0.995,0.87605,0.47869,0.28131,0.78518,0.000505,0.000505,0.000505
42,123.298,0.32549,0.21843,0.78359,0.99952,1,0.995,0.95112,0.32904,0.22831,0.77277,0.000485566,0.000485566,0.000485566
43,126.287,0.31164,0.21442,0.77621,0.9999,1,0.995,0.92197,0.36905,0.25259,0.77748,0.000466163,0.000466163,0.000466163
44,129.152,0.32115,0.21672,0.77807,0.99985,1,0.995,0.9203,0.37322,0.24566,0.77742,0.000446819,0.000446819,0.000446819
45,132.016,0.3244,0.2195,0.7835,0.99834,0.99958,0.995,0.88353,0.50282,0.27378,0.79165,0.000427565,0.000427565,0.000427565
46,134.891,0.33024,0.21852,0.77875,0.99787,1,0.995,0.88618,0.50007,0.27557,0.79638,0.00040843,0.00040843,0.00040843
47,137.785,0.31086,0.21017,0.77582,0.99987,1,0.995,0.93991,0.31946,0.24258,0.77164,0.000389445,0.000389445,0.000389445
48,140.643,0.2988,0.20308,0.77649,0.99996,1,0.995,0.95822,0.2586,0.23809,0.76699,0.000370637,0.000370637,0.000370637
49,143.487,0.30119,0.20381,0.77165,0.99985,1,0.995,0.95875,0.27524,0.23933,0.76787,0.000352037,0.000352037,0.000352037
50,146.418,0.29491,0.20211,0.77263,0.99986,1,0.995,0.9564,0.30164,0.22918,0.76974,0.000333672,0.000333672,0.000333672
51,149.309,0.28635,0.19821,0.77444,0.99987,1,0.995,0.95909,0.25677,0.21631,0.76687,0.000315572,0.000315572,0.000315572
52,152.179,0.27966,0.19592,0.77071,0.9999,1,0.995,0.9432,0.30838,0.23054,0.76948,0.000297763,0.000297763,0.000297763
53,155.026,0.28044,0.19775,0.77387,0.99991,1,0.995,0.97187,0.24607,0.22394,0.76568,0.000280275,0.000280275,0.000280275
54,157.942,0.27726,0.19435,0.77268,0.9999,1,0.995,0.95805,0.28165,0.21854,0.76883,0.000263132,0.000263132,0.000263132
55,160.815,0.25681,0.18949,0.77415,0.99989,1,0.995,0.95725,0.28328,0.2243,0.76772,0.000246363,0.000246363,0.000246363
56,163.7,0.24988,0.18442,0.77101,0.9999,1,0.995,0.94693,0.29162,0.22233,0.76831,0.000229993,0.000229993,0.000229993
57,166.673,0.23883,0.18135,0.77031,0.99988,1,0.995,0.94111,0.33812,0.22241,0.77371,0.000214046,0.000214046,0.000214046
58,169.534,0.2377,0.18009,0.77117,0.9999,1,0.995,0.97372,0.24506,0.20353,0.76569,0.000198548,0.000198548,0.000198548
59,172.403,0.23584,0.17755,0.76693,0.9999,1,0.995,0.96096,0.2948,0.21165,0.76899,0.000183523,0.000183523,0.000183523
60,175.308,0.23658,0.17826,0.77458,0.9999,1,0.995,0.97412,0.24983,0.20177,0.76566,0.000168994,0.000168994,0.000168994
61,178.172,0.23472,0.17671,0.76765,0.9999,1,0.995,0.97191,0.25021,0.20082,0.76479,0.000154982,0.000154982,0.000154982
62,181.111,0.23083,0.17342,0.7681,0.9999,1,0.995,0.97618,0.22343,0.19576,0.7636,0.00014151,0.00014151,0.00014151
63,184.007,0.24228,0.17717,0.76967,0.9999,1,0.995,0.97928,0.20467,0.19807,0.76272,0.000128599,0.000128599,0.000128599
64,186.913,0.22713,0.16988,0.76925,0.9999,1,0.995,0.94983,0.31498,0.22052,0.7691,0.000116268,0.000116268,0.000116268
65,189.747,0.22539,0.17067,0.76898,0.9999,1,0.995,0.96128,0.2822,0.21445,0.7673,0.000104537,0.000104537,0.000104537
66,192.641,0.20946,0.16516,0.76644,0.9999,1,0.995,0.97411,0.22738,0.20145,0.76401,9.34225e-05,9.34225e-05,9.34225e-05
67,195.517,0.20601,0.16353,0.76846,0.9999,1,0.995,0.96579,0.25357,0.20281,0.76531,8.29431e-05,8.29431e-05,8.29431e-05
68,198.452,0.21955,0.16738,0.76622,0.9999,1,0.995,0.97257,0.26457,0.19992,0.76638,7.31145e-05,7.31145e-05,7.31145e-05
69,201.285,0.20634,0.16171,0.76859,0.9999,1,0.995,0.98394,0.21472,0.18228,0.76358,6.39518e-05,6.39518e-05,6.39518e-05
70,204.206,0.20578,0.16154,0.76792,0.9999,1,0.995,0.97413,0.25048,0.18872,0.7654,5.54691e-05,5.54691e-05,5.54691e-05
71,237.44,0.2048,0.16095,0.76614,0.9999,1,0.995,0.97092,0.26671,0.19402,0.76605,4.76796e-05,4.76796e-05,4.76796e-05
72,240.329,0.19454,0.15702,0.76813,0.9999,1,0.995,0.9692,0.27914,0.19688,0.76737,4.05953e-05,4.05953e-05,4.05953e-05
73,243.156,0.197,0.15717,0.76625,0.9999,1,0.995,0.96709,0.28681,0.19789,0.76832,3.4227e-05,3.4227e-05,3.4227e-05
74,246.042,0.19541,0.15729,0.76749,0.9999,1,0.995,0.96941,0.27355,0.19218,0.76729,2.85847e-05,2.85847e-05,2.85847e-05
75,248.923,0.20183,0.1581,0.76902,0.9999,1,0.995,0.96982,0.26969,0.19289,0.76657,2.36769e-05,2.36769e-05,2.36769e-05
76,251.785,0.19432,0.1568,0.76493,0.9999,1,0.995,0.9681,0.28304,0.19407,0.76779,1.95113e-05,1.95113e-05,1.95113e-05
77,254.631,0.19439,0.15504,0.76608,0.9999,1,0.995,0.97265,0.27871,0.19356,0.76757,1.60943e-05,1.60943e-05,1.60943e-05
78,257.499,0.19342,0.15531,0.76232,0.9999,1,0.995,0.97358,0.26164,0.19013,0.76642,1.34311e-05,1.34311e-05,1.34311e-05
79,260.472,0.19383,0.15586,0.76665,0.9999,1,0.995,0.97494,0.2531,0.18868,0.76568,1.15259e-05,1.15259e-05,1.15259e-05
80,263.278,0.19242,0.15542,0.76807,0.9999,1,0.995,0.97653,0.24011,0.18623,0.76475,1.03816e-05,1.03816e-05,1.03816e-05
